id,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Attachment URL","Meal course",Categories,Difficulty,Ingredients,"Ingredient Units","Nutritional elements","Nutritional Units",Status,Author,Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date","Одиниці виміру","Приставка до ціни Від",Ціна,"Статус товару","Варіанти оплати",Доставка,"Назва (підказка)","Категорія (підказка)","Ціна (підказка)","Одиниці виміру продукту (підказка)","Статус продукту (підказка)","Опис (підказка)","Теги (підказка)","Варіанти оплати (підказка)","Доставка (підказка)","Зображення (підказка)","Ширина блоку категорії","Зображення для блоку категорії","Фонове зображення категорії","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни Від","Приставка до ціни ""Від"""
1813,"Варення Слива в шоколаді","Оксамитова густота цього варення, легкий присмак чорного шоколаду та хрусткі волоські горіхи не залишать нікого байдужим. Ідеально для ласунів.

Склад: слива, цукор, чорний шоколад, волоські горіхи.

Вживати охолодженим.",,20160607,recipe,http://nabazari.in.ua/product/varennya-sliva-v-shokoladi/,http://nabazari.in.ua/wp-content/uploads/8.jpg,"Варення Слива в шоколаді","Варення Слива в шоколаді, варенье слива в шоколаде, слива, шоколад","Варення Слива в шоколаді, варенье слива в шоколаде, слива, шоколад","Варення Слива в шоколаді",,,"Солоденьке>Варення і джеми",,,,,,publish,53,varennya-sliva-v-shokoladi,,,0,0,0,open,closed,20160911,шт,,60,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1815,"Варення з чорної смородини","Варення домашнє з чорної смородини!! Дуже смачне і корисне.",,20160607,recipe,http://nabazari.in.ua/product/varennya-z-chorno%d1%97-smorodini/,http://nabazari.in.ua/wp-content/uploads/12647260_213863165623596_2934111529476481851_n-e1461997887170.jpg,"Варення з чорної смородини","Варення з чорної смородини, варенье из чёрной смородины","Варення з чорної смородини, варенье из чёрной смородины","Варення з чорної смородини",,,"Солоденьке>Варення і джеми",,,,,,publish,20,varennya-z-chorno%d1%97-smorodini,,,0,0,0,open,closed,20160911,шт,,35,1,готівкою,самовивіз,,,,,,,,,,,,,,,,,,,,,,,,,
1817,"Вишня в шоколаді","Пропоную Вам скуштувати вишню в Італійському шоколаді яку готує моя Мама.

Смак кисло-солодкий, запах вишень з солодким шоколадом. Надіюсь Вам сподобається! Готується з любов’ю!!! Спробуйте один раз і Ви станете постійним нашим клієнтом).

Варення запаковується в паперовий еко-пакет (у середині сіно). Смачного!",,20160607,recipe,http://nabazari.in.ua/product/vishnya-v-shokoladi/,http://nabazari.in.ua/wp-content/uploads/rea.jpg,"Вишня в шоколаді, вишня в шоколаде","Вишня в шоколаді, вишня в шоколаде","Вишня в шоколаді, вишня в шоколаде","Вишня в шоколаді, вишня в шоколаде",,,"Солоденьке>Варення і джеми",,,,,,publish,18,vishnya-v-shokoladi,,,0,0,0,open,closed,20160911,шт,,35,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1819,"Варення абрикосове","Домашнє. В банці 1л. Дуже смачне!",,20160607,recipe,http://nabazari.in.ua/product/varennya-abrikosove/,http://nabazari.in.ua/wp-content/uploads/IMG_5616-e1462644754361-1014x1024.jpg,"Варення абрикосове","Варення абрикосове","Варення абрикосове","Варення абрикосове",,,"Солоденьке>Варення і джеми",,,,,,publish,80,varennya-abrikosove,,,0,0,0,open,closed,20161022,л,,50,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1821,"Варення в маленьких баночках","Маленькі баночки з варенням. В наявності варення з власного саду:
<ul>
 	<li>малина,</li>
 	<li>абрикос-базилік,</li>
 	<li>вишня,</li>
 	<li>яблуко-кориця,</li>
 	<li>клубніка-базилік.</li>
</ul>",,20160607,recipe,http://nabazari.in.ua/product/varennya-v-malenkix-banochkax/,http://nabazari.in.ua/wp-content/uploads/82ab49113a5f01db39ecbfe901d826f0-e1461680104445.jpg|http://nabazari.in.ua/wp-content/uploads/bonbonyerki.jpg|http://nabazari.in.ua/wp-content/uploads/fa6abf8cb353ede1bad8fd84117ce4ee.jpg|http://nabazari.in.ua/wp-content/uploads/bonbonyerki-150x150.jpg|http://nabazari.in.ua/wp-content/uploads/a8d9b403af95f9dbeef585fc48e6372e.jpg|http://nabazari.in.ua/wp-content/uploads/269cf3257eff0ed49b9eab3bcec435ca.jpg|http://nabazari.in.ua/wp-content/uploads/094f8b00134746b5be2ba1b3484c4263.jpg,"Маленькі баночки з варенням|bonbonyerki|fa6abf8cb353ede1bad8fd84117ce4ee|bonbonyerki-150x150|a8d9b403af95f9dbeef585fc48e6372e|269cf3257eff0ed49b9eab3bcec435ca|094f8b00134746b5be2ba1b3484c4263","Маленькі баночки з варенням||||||","Маленькі баночки з варенням||||||","Маленькі баночки з варенням||||||",,,"Солоденьке>Варення і джеми",,,,,,publish,40,varennya-v-malenkix-banochkax,,,0,0,0,open,closed,20160911,шт,,50,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1829,"Медовий імбир","“Цьоця Оксана мала дуже багато капців. Як на свої дві ноги, капців вона купляла шо сороконіжка. Були лакові, шкіряні, білі, чорні, потерті і нові, з каблуком і без. Жила вона у Тернополі, а я з батьками 50 км далі від міста. То зараз є інтернет, а колись каталог взуття он-лайн були підошви у церкві кожної неділі і нова пара мештів цьоці Оксани на ганку нашої хати. Деколи вона віддавала мені свої, стильні як на 90-ті, лапті. За це я її любила. Але було і те, за шо я її ненавиділа. Кожної Божої неділі вона привозила нам лимони! Літом – нє. Взимку по кілограму. В селі ж їх якщо й продавали, то поморщені і до канапок зі шпротами.

Мама тішилась тим лимонам, як валюті з Надрабанку. За то вона давала цьоці мед. Меду в нас було завалісь, бо дідусь пасічник.

Ті лимони і той мед для мене були талоном на всі уроки і контрольні.

Всі діти були як діти: зашмаркаються і дивляться вдома телевізор, кашляють і валяються в теплому ліжку, а я здорова мушу ходити до тої ненависної школи. Ніяка зараза мене не брала, бо мама готувала з лимонів і меду додаток до чаю. Молола жовті геть зі шкіркою, а потім розминала з дідусевим медом. З’їсти чисту ложку тої пасти, то очі б повискакували.

То вже зараз я додаю до того імбиря, трохи більше дідусевого меду і колочу смачнющий чай своїм двом насупленим Мацерукам, які не хочуть йти в садочок. Вони ще замалі розуміти яке то щастя, коли діти здорові, а мама має трохи вільного часу порозглядати нову пару капців якщо не в магазині, то бодай на інтернет-просторах.

П.С.: Чоловікові, до речі, теж треба давати такий чай, аби не хворів і заробляв на нові чоботи – зима ж на носі )

Є такий здоровий додаток до чаю тепер і у нас. Називається МЕДОВИЙ ІМБИР. Хто був на Осінньому парк-пікніку, той знає наш чай. Ми тоді отримали силу-силенну хороших відгуків і компліментів, тому вирішили повторити рецепт. Так би мовити, подбати про вміст вашого горнятка з настанням морозів. <img class=""wp-smiley"" src=""http://nabazari.com/wp-includes/images/smilies/simple-smile.png"" alt="":)"" width=""24"" height=""24"" />

Баночку “Медового імбиря” можна взяти навіть коли йдете провідати хвору подругу чи друга.”

Ціна: 55 грн. за слоїчок 250 грамів.

Доставка:

– Для львів’ян можна замовити доставку велокур’єром;
– При замовленні від 300 грн. – для львів’ян безкоштовна доставка.",,20160607,recipe,http://nabazari.in.ua/product/medovij-imbir/,http://nabazari.in.ua/wp-content/uploads/imbyr-2.jpg,"Медовий імбир","Медовий імбир, имбирь с мёдом","Медовий імбир, имбирь с мёдом","Медовий імбир",,,"Солоденьке>Варення і джеми",,,,,,publish,10,medovij-imbir,,,0,0,0,open,closed,20160911,шт,,55,1,"готівкою|переказ на картку",кур'єр,,,,,,,,,,,,,,,,,,,,,,,,,
1831,"Джем з чорної смородини","Джем з чорної смородини. 46 грн. за слоїчок 250 грамів.

Доставка:

– Для львів’ян можна замовити доставку велокур’єром;
– При замовленні від 300 грн. – для львів’ян безкоштовна доставка.",,20160607,recipe,http://nabazari.in.ua/product/dzhem-z-chorno%d1%97-smorodini/,http://nabazari.in.ua/wp-content/uploads/22-1024x552.jpg,"Джем з чорної смородини","Джем з чорної смородини, джем из чёрной смородины, смородина, джем","Джем з чорної смородини, джем из чёрной смородины, смородина, джем","Джем з чорної смородини",,,"Солоденьке>Варення і джеми",,,,,,publish,10,dzhem-z-chorno%d1%97-smorodini,,,0,0,0,open,closed,20160911,шт,,46,1,"готівкою|переказ на картку","на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1833,"Варення з драпаків (ожини)","Мало хто впізнає по тій назві, що воно таке)) А так в деяких районах Львівщини називають ожину – дійсно ж драпається шалено!

Ціна: 46 грн. за слоїчок 250 грамів.

Доставка:
– Для львів’ян можна замовити доставку велокур’єром;
– При замовленні від 300 грн. – для львів’ян безкоштовна доставка.",,20160607,recipe,http://nabazari.in.ua/product/varennya-z-drapakiv-ozhini/,http://nabazari.in.ua/wp-content/uploads/drapaky.jpg,"Варення з драпаків (ожини)","варення з ожини, варенье с ежевики, ежевичное варенье","варення з ожини, варенье с ежевики, ежевичное варенье","Варення з драпаків (ожини)",,,"Солоденьке>Варення і джеми",,,,,,publish,10,varennya-z-drapakiv-ozhini,,,0,0,0,open,closed,20160911,шт,,46,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1835,"Варення Полуниця-базилік","Незвичайне поєднання традиційної полуниці та свіжого базиліку. У кожній баночці цілі ягоди полуниці в солодкому сиропі.

Склад: полуниця, цукор, пектин, лимон, базилік.

Вживати охолодженим.

Об’єм 200 мл.",,20160607,recipe,http://nabazari.in.ua/product/varennya-polunicya-bazilik/,http://nabazari.in.ua/wp-content/uploads/3-1.jpg,"Варення Полуниця-базилік","варенье, клубничное варенье, полуничне варення, клубнічне варення","варенье, клубничное варенье, полуничне варення, клубнічне варення","Варення Полуниця-базилік",,,"Солоденьке>Варення і джеми",,,,,,publish,53,varennya-polunicya-bazilik,,,0,0,0,open,closed,20160911,шт,,60,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1837,"Варення Цитрус-гарбуз","Великі шматочки гарбуза, схожі на солодкі цукати, апельсинові скоринки та кислинка лимона створюють незабутній смак!

Склад: гарбуз, цукор, лимон, апельсин.

Вживати охолодженим.

Об’єм 200 мл.",,20160607,recipe,http://nabazari.in.ua/product/varennya-citrus-garbuz/,http://nabazari.in.ua/wp-content/uploads/9-1.jpg,"Варення Цитрус-гарбуз","Варення, Цитрус, гарбуз, тыква","Варення, Цитрус, гарбуз, тыква","Варення Цитрус-гарбуз",,,"Солоденьке>Варення і джеми",,,,,,publish,53,varennya-citrus-garbuz,,,0,0,0,open,closed,20160911,шт,,60,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1839,"Варення Ківі-банан","Шматочки банана та сироп із ківі, прекрасне поєднання кислого і солодкого.
Це варення для тих, хто не може визначиться, що ж йому подобається більше.

Склад: ківі, банан, лимон, цукор, пектин.

Вживати охолодженим.

Об’єм 200 мл.",,20160607,recipe,http://nabazari.in.ua/product/varennya-kivi-banan/,http://nabazari.in.ua/wp-content/uploads/2-1.jpg,"Варення Ківі-банан","варення ківі, банан, варенье, киви","варення ківі, банан, варенье, киви","Варення Ківі-банан",,,"Солоденьке>Варення і джеми",,,,,,publish,53,varennya-kivi-banan,,,0,0,0,open,closed,20160911,шт,,60,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1841,"Варення Полуниця-конопля","Незвичайне поєднання традиційної полуниці та свіжого базиліка прикрашено підсмаженим насінням конопель. У кожній баночці цілі ягоди полуниці в солодкому сиропі.

Коротко про користь конопляного насіння:
У насінні конопель містяться поліненасичені жирні кислоти Омега-3, котрі знижують рівень холестерину в крові, ризик атеросклерозу, закупорки судин і захворювань серця. Також в насінні конопель міститься клітковина, необхідна для успішної роботи шлунково-кишкового тракту і поліпшення його моторики, виведення шлаків з організму.

Насіння конопель багаті корисними мікро- і макроелементами: цинк, залізо, кальцій, марганець, фосфор, калій, сірка. Крім того, насіння конопель містять пектини, які захищають слизову шлунка і кишківника, нейтралізують гнильні бактерії та відновлюють природну мікрофлору. Конопля є джерелом рідкісних і дуже важливих елементів: мезоінозіта і фітину.

Склад: полуниця, цукор, пектин, лимон, базилік, насіння конопель.

Наркотичних речовин не містить.

Вживати охолодженим.

Об’єм 200 мл.

&nbsp;",,20160607,recipe,http://nabazari.in.ua/product/varennya-polunicya-konoplya/,http://nabazari.in.ua/wp-content/uploads/4-1.jpg,"Варення Полуниця-конопля","варення, полуниця, конопля, клубника, трускавки","варення, полуниця, конопля, клубника, трускавки","Варення Полуниця-конопля",,,"Солоденьке>Варення і джеми",,,,,,publish,53,varennya-polunicya-konoplya,,,0,0,0,open,closed,20160911,шт,,60,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1843,"Абрикосовий джем","Запашний солодко-кислий джем кольору бурштину. Чудово пасує до сирів.

Ціна: 46 грн. за слоїчок 250 грамів.

Доставка:

– Для львів’ян можна замовити доставку велокур’єром;
– При замовленні від 300 грн. – для львів’ян безкоштовна доставка.",,20160607,recipe,http://nabazari.in.ua/product/abrikosovij-dzhem/,http://nabazari.in.ua/wp-content/uploads/20.jpg,"абрикосовий джем, абрикосовый джем від Шкварки","абрикосовий джем, абрикосовый джем","абрикосовий джем, абрикосовый джем","абрикосовий джем, абрикосовый джем",,,"Солоденьке>Варення і джеми",,,,,,publish,10,abrikosovij-dzhem,,,0,0,0,open,closed,20160911,шт,,46,1,"готівкою|переказ на картку","на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1845,"Конфітюр вишневий","Конфітюр вже в традиційному стилі від Шкварки. Цього разу з червонощоких (чи червонопузих, чи щечогосьтамфайногокругленького) вишень. Як завжди, крім часточок матінки природи, натхнення, любови, досвіду і поваги, там ніц нема. Насолоджуйтесь.

Ціна: 46 грн. за слоїчок 250 грамів.

Доставка:
– Для львів’ян можна замовити доставку велокур’єром;
– При замовленні від 300 грн. – для львів’ян безкоштовна доставка.",,20160607,recipe,http://nabazari.in.ua/product/konfityur-vishnevij/,http://nabazari.in.ua/wp-content/uploads/19-e1461996856570-1024x941.jpg,"Конфітюр вишневий","вишня,, конфитюр из вишни, конфітюр з вишні","вишня,, конфитюр из вишни, конфітюр з вишні","Конфітюр вишневий",,,"Солоденьке>Варення і джеми",,,,,,publish,10,konfityur-vishnevij,,,0,0,0,open,closed,20160911,шт,,46,1,"готівкою|переказ на картку","на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1847,"Конфітюр з трускавок","“Не хлібом єдиним” (с) в інтерпретації Шкварки звучить – “Не м’ясом єдиним”. Солодкі конфітюри від Шкварки вже встигли завоювати серця і тендітних панянок, і ґонорових панів. Тому ми не змогли не скористатись можливістю, яку нам надала природа, і зробили для вас солодесенький Конфітюр з трускавок. Сповнений аромату червня, ще не палючого сонця і спогадів з дитинства. Почастуйте себе частинкою безтурботного літа.

Ціна: 46 грн. за слоїчок 250 грамів.

Доставка:

– Для львів’ян можна замовити доставку велокур’єром;
– При замовленні від 300 грн. – для львів’ян безкоштовна доставка.",,20160607,recipe,http://nabazari.in.ua/product/konfityur-z-truskavok/,http://nabazari.in.ua/wp-content/uploads/WP_20150625_011-e1461993212153-1019x1024.jpg,"Конфітюр з трускавок","полуниця, клубніка, клубника, конфитюр из клубники, конфітюр з полуниці","полуниця, клубніка, клубника, конфитюр из клубники, конфітюр з полуниці","Конфітюр з трускавок",,,"Солоденьке>Варення і джеми",,,,,,publish,10,konfityur-z-truskavok,,,0,0,0,open,closed,20160911,шт,,46,1,"готівкою|переказ на картку","на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1849,"Варення Морква-мартіні","Букет із спецій та небагато вермуту здатні урізноманітнити  навіть звичну моркву, а приємний аромат – настрій.
Готовий продукт не містить алкоголю.

Склад: морква, цукор, вермут, лимон, апельсин, кориця, гвоздика, мускатний горіх.

Вживати охолодженим.

Об’єм 200 мл.",,20160607,recipe,http://nabazari.in.ua/product/varennya-morkva-martini/,http://nabazari.in.ua/wp-content/uploads/7-1.jpg,"Варення Морква-мартіні","варення з моркви, морква, вареньё морковное, морковка","варення з моркви, морква, вареньё морковное, морковка","Варення Морква-мартіні",,,"Солоденьке>Варення і джеми",,,,,,publish,53,varennya-morkva-martini,,,0,0,0,open,closed,20160911,шт,,60,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Калина до чаю","Зібрана після перших морозів калинка, перетерта з цукром. Ні натяку на пастеризацію. Коли йдеться про цілющу рослину, то «гріхом про таке навіть подумати». Так казали наші бабусі, так тепер кажемо й ми.

Споконвік то є перший лік від застуди і грипозних вірусів. Яка бабця не годувала нею онуків? Помічна калина при гіпертонії, атеросклерозі, гастриті, коліті, виразці шлунку, цукровому діабеті. Знижує рівень холестерину і нормалізує жировий обмін, а тому має бути у раціоні пишнотілих панів і панянок.

Хоча тут важливо «не передати куті меду». Мусимо попередити, що не варто споживати калину людям з високим показником згортання крові, хворим на гіпотонію, подагру, артрит і сечокам’яні хвороби.

Якщо ви не належите до цієї когорти людей, можете спокійно нею тонізуватися від Романа до Йордана, а то й довше. Бо зберігається вона у холодильнику, погребі чи зимній коморі – пречудово. Перетерта з цукром, стоїть собі, як лемківська писанка, аж до наступного врожаю.

Смакуйте і шануйтеся!

<strong>Ціна:</strong> 55 грн. за слоїчок 250 грамів.

Доставка:

– Для львів’ян можна замовити доставку велокур’єром;
– При замовленні від 300 грн. – для львів’ян безкоштовна доставка.",,20160607,recipe,http://nabazari.in.ua/product/kalina-do-chayu/,http://nabazari.in.ua/wp-content/uploads/kalyna.jpg,"Калина до чаю","калина, калина до чаю, калина к чаю","калина, калина до чаю, калина к чаю","Калина до чаю",,,"Солоденьке>Варення і джеми",,,,,,publish,10,kalina-do-chayu,,,0,0,0,open,closed,20160911,шт,,55,1,"готівкою|переказ на картку","на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1853,"Вишневе варення","Вишневе варення приготовлене на дровах (вулична мурована кухня) методом випаровування вологи, таким чином зберігаються усі корисні елементи ягід. Варення густе, з баночки не переливається))

Зварене мамою у селі, що за 30 км від головної магістралі, тому еко-чисте! Смачного!

Кількість обмежена, сезон 2015 року.",,20160607,recipe,http://nabazari.in.ua/product/vishneve-varennya/,http://nabazari.in.ua/wp-content/uploads/makma.jpg,"Вишневе варення","вареннявишневе, вишня, вареньё вишнёвое","вареннявишневе, вишня, вареньё вишнёвое","Вишневе варення",,,"Солоденьке>Варення і джеми",,,,,,publish,18,vishneve-varennya,,,0,0,0,open,closed,20160911,шт,,25,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1855,"Сливовий джем","Джем просто фантастичний! Ранкові пухкенькі оладочки з сливовим джем і ложкою сметани потішить усю родину)

Сливовий джем. 46 грн. за слоїчок 250 грамів.

Доставка:
– Для львів’ян можна замовити доставку велокур’єром;
– При замовленні від 300 грн. – для львів’ян безкоштовна доставка.",,20160607,recipe,http://nabazari.in.ua/product/slivovij-dzhem/,http://nabazari.in.ua/wp-content/uploads/V5ASrKN-e1473583600511.jpeg,"Сливовий джем","джем сливовий, слива, джем, джэм, сливовый джэм","джем сливовий, слива, джем, джэм, сливовый джэм","Сливовий джем",,,"Солоденьке>Варення і джеми",,,,,,publish,10,slivovij-dzhem,,,0,0,0,open,closed,20160911,шт,,46,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1857,"Варення Яблуко-мигдаль","Смак віденського штруделя – саме на нього схоже це варення.
Солодке, з бурштиновими шматочками яблук, хрустким мигдалем та пряним ароматом спецій.

Склад: яблуко, цукор, мигдальний горіх, лимон, кориця, кардамон, гвоздика.

Вживати охолодженим.

Об’єм 200 мл.",,20160607,recipe,http://nabazari.in.ua/product/varennya-yabluko-migdal/,http://nabazari.in.ua/wp-content/uploads/10.jpg,"Варення Яблуко-мигдаль","варення, мигдаль, яблуко, вареньё, миндаль, яблоко","варення, мигдаль, яблуко, вареньё, миндаль, яблоко","Варення Яблуко-мигдаль",,,"Солоденьке>Варення і джеми",,,,,,publish,53,varennya-yabluko-migdal,,,0,0,0,open,closed,20160911,шт,,60,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1859,"Варення Апельсин-чилі","Завдяки стиглим сонячним апельсинам і спекотному червоному чилі це варення має гостро-солодкий смак, і на додаток залишає охолоджуючий м’ятний післясмак.

Склад: апельсин, цукор, чилі, м’ята, пектин.

Вживати охолодженим.

Об’єм 200 мл.",,20160607,recipe,http://nabazari.in.ua/product/varennya-apelsin-chili/,http://nabazari.in.ua/wp-content/uploads/1.jpg,"Варення Апельсин-чилі","варення, апельсин, чилі, вареньё, чили","варення, апельсин, чилі, вареньё, чили","Варення Апельсин-чилі",,,"Солоденьке>Варення і джеми",,,,,,publish,53,varennya-apelsin-chili,,,0,0,0,open,closed,20160911,шт,,60,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1861,"Варення Журавлина-яблуко","Поєднання солодкого яблука, ягід журавлини та ароматного чебрецю порадує всіх любителів кисленького та витонченого.

Прекрасно поєднується з солодкими десертами.

Склад: журавлина, яблуко, цукор, чебрець.

Вживати охолодженим.

Об’єм 200 мл.",,20160607,recipe,http://nabazari.in.ua/product/varennya-zhuravlina-yabluko/,http://nabazari.in.ua/wp-content/uploads/5-1.jpg,"Варення Журавлина-яблуко","варення, журавлина, яблуко, вареньё, клюква, яблоко","варення, журавлина, яблуко, вареньё, клюква, яблоко","Варення Журавлина-яблуко",,,"Солоденьке>Варення і джеми",,,,,,publish,53,varennya-zhuravlina-yabluko,,,0,0,0,open,closed,20160911,шт,,60,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1863,"Варення Мандарин-імбир","Гострий смак імбиру доповнений солодкістю мандарина. Взимку ідеально для чаювання, влітку – смачне поєднання з морозивом.

Склад: мандарин, цукор, імбир, лимон, пектин.

Вживати охолодженим.

Об’єм 200 мл.",,20160607,recipe,http://nabazari.in.ua/product/varennya-mandarin-imbir/,http://nabazari.in.ua/wp-content/uploads/6-1.jpg,"Варення Мандарин-імбир","варення, мандарин, імбир, вареньё, мандарин, имбирь","варення, мандарин, імбир, вареньё, мандарин, имбирь","Варення Мандарин-імбир",,,"Солоденьке>Варення і джеми",,,,,,publish,53,varennya-mandarin-imbir,,,0,0,0,open,closed,20160911,шт,,60,1,"готівкою|переказ на картку","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1865,"Желе з чорної смородини","Желе з чорної смородини десертних сортів, урожай 2015 року, з власної садиби. Желе зроблено з соку смородини з додаванням цукру 1:1. Варилося 5-7 хвилин. Тобто майже свіжий корисний смачний сік, без кісточок, без шкурки. Без консервантів, загусників, без ГМО.

Желе достатньо густе – можна намастити на грінку, додати до торту або морозива, до кондитерськіх виробів. Також можна використовувати як вітамінізовану добавку до дитячого харчування.

Тара: скляна банка 1л.

Відправляємо Новою поштою по Україні. В межах Києва можлива доставка до будь-якої станції метро (10 грн.) або самовивыз.",,20160607,recipe,http://nabazari.in.ua/product/zhele-z-chorno%d1%97-smorodini/,http://nabazari.in.ua/wp-content/uploads/777i.jpg,"Желе з чорної смородини","чёрная смородина, чорна смородина, желе","чёрная смородина, чорна смородина, желе","Желе з чорної смородини",,,"Солоденьке>Варення і джеми",,,,,,publish,78,zhele-z-chorno%d1%97-smorodini,,,0,0,0,open,closed,20160911,л,,45,1,"готівкою|переказ на картку|накладений платіж","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1867,"Арахісове масло солодке від Масло ТОМ (500 гр)","Солодке арахісове масло добре смакує і як самостійний десерт, і як інгредієнт для ваших кондитерських експериментів.

Тара: пластикова баночка.

Доставляємо по всій Україні!",,20160607,recipe,http://nabazari.in.ua/product/araxisove-maslo-solodke-500-g/,http://nabazari.in.ua/wp-content/uploads/solodke-e1461995811867.jpg,"Арахісове масло солодке від Масло ТОМ (500 гр)","арахісове масло, арахісова паста, арахисовое масло, арахисовая паста","арахісове масло, арахісова паста, арахисовое масло, арахисовая паста","Арахісове масло солодке від Масло ТОМ (500 гр)",,,"Солоденьке>Пасти і карамелі",,,,,,publish,29,araxisove-maslo-solodke-500-g,,,0,0,0,open,closed,20160911,шт,,80,1,"готівкою|переказ на картку|накладений платіж","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
1869,"Рідка карамель London Sunset Caramel","Прав, Британія десертом! Ніжне яблуко з нотками розмарину, цедри, ялівцю в поєднанні з джином – квиток в кулінарний вищий світ!
Спробуєте цитрусову карамель для глазурування для м’яса, заливку для сирної запіканки, або просто з’їжте пару ложечок під келих коньяку!

Склад: сироп глюкози, яблуко свіже, апельсиновий сік натуральний, ягоди ялівця, розмарин свіжий, лимонна кислота.

Маса нетто: 200 г +/-3 г.",,20160607,recipe,http://nabazari.in.ua/product/london-sunset-caramel/,http://nabazari.in.ua/wp-content/uploads/london-web.png|http://nabazari.in.ua/wp-content/uploads/ht9oyq-bX5Y.jpg|http://nabazari.in.ua/wp-content/uploads/wSETyq-32cQ-1024x1024.jpg,"Рідка карамель London Sunset Caramel|ht9oyq-bX5Y|wSETyq-32cQ-1024x1024","рідка карамель, жыдкая карамель||","рідка карамель, жыдкая карамель||","Рідка карамель London Sunset Caramel||",,,"Солоденьке>Пасти і карамелі",,,,,,publish,47,london-sunset-caramel,,,0,0,0,open,closed,20161225,шт,,75,1,"готівкою|переказ на картку|накладений платіж","самовивіз|на склад компанії-перевізника|кур'єр",,,,,,,,,,,,,,,,,,,,,,,,,
